Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Days Since Last Purchase,Satisfaction Level,Spend_Per_Item,Age_Group,Spend_Category,Recency_Category,Churn_Risk,Engagement_Score,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,Spend_Rating_Ratio,High_Value,Membership_Encoded,Satisfaction_Encoded,Gender_Encoded,City_Chicago,City_Houston,City_Los Angeles,City_Miami,City_New York,City_San Francisco,Segment_At Risk,Segment_Champions,Segment_Lost,Segment_Loyal,Segment_Potential,Recency_Active,Recency_At Risk,Recency_Churned,Recency_Regular,Age_std,Total Spend_std,Items Purchased_std,Average Rating_std,Days Since Last Purchase_std,Spend_Per_Item_std,Engagement_Score_std,RFM_Score_std,Spend_Rating_Ratio_std
111,Male,32,Miami,Silver,690.3,11,3.8,1,34,Unsatisfied,62.75,31-35,Medium Spender,At Risk,1,0.4152,2,3,2,7,Potential,181.66,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,-0.32836544396024403,-0.4289462936828533,-0.38553817124429685,-0.37802240139211585,0.5522016429646582,-0.2759690460600904,-0.48934916492445923,-0.5611401601797718,-0.34982281291723183
112,Female,36,Houston,Bronze,470.5,7,3.2,0,20,Neutral,67.21,36-40,Low Spender,Regular,0,0.281,4,1,1,6,At Risk,147.03,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.49401670549296156,-1.036899305975394,-1.3493835993550392,-1.4130250649168101,-0.490893210746531,0.22045022692047034,-1.0292149139104072,-0.8301799630056897,-0.9303200663838737
113,Female,30,New York,Gold,1200.8,16,4.3,1,21,Satisfied,75.05,26-30,High Spender,Regular,0,0.6999,3,4,5,12,Loyal,279.26,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.7395565186868468,0.9830646834570107,0.8192686138941311,0.48447981821179664,-0.41638643548144605,1.0930796215768837,0.6559547004727045,0.7840588539498182,1.2862306649442827
114,Male,33,Los Angeles,Silver,820.75,13,4.4,0,15,Satisfied,63.13,31-35,Medium Spender,Active,0,0.69,4,3,4,11,Loyal,186.53,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-0.12276990659694262,-0.06812977660568323,0.09638454281107432,0.6569802621325801,-0.8634270870719557,-0.23367323356398848,0.6161285386622657,0.5150190511239002,-0.2681877674542648
115,Female,42,Chicago,Bronze,530.4,9,3.5,1,38,Unsatisfied,58.93,41-43,Low Spender,At Risk,1,0.287,2,1,2,5,At Risk,151.54,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.72758992967277,-0.8712196634079546,-0.867460885299668,-0.895523733154463,0.850228744024998,-0.7011532664156386,-1.005077846146505,-1.0992197658316076,-0.8547196444048223
116,Male,29,San Francisco,Gold,1360.2,18,4.9,0,11,Satisfied,75.57,26-30,High Spender,Active,0,0.9246,5,5,5,15,Champions,277.59,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.9451520560501482,1.423955084546324,1.3011913279495022,1.5194824817364927,-1.1614541881322955,1.1509581018347066,1.5598878882308456,1.5911782624275723,1.2582367171161193
117,Male,26,Miami,Silver,700.6,12,3.7,1,48,Unsatisfied,58.38,26-30,Medium Spender,Churned,1,0.3378,1,3,3,7,Potential,189.35,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.5619386681400524,-0.4004571397856139,-0.14457681421661125,-0.5505228453128977,1.5952964966758474,-0.762370889765259,-0.8007173390787989,-0.5611401601797718,-0.2209165501635941
118,Female,38,Houston,Bronze,450.9,8,3.0,0,25,Neutral,56.36,36-40,Low Spender,Regular,0,0.2325,3,1,1,5,At Risk,150.3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9052077802195644,-1.0911116764982958,-1.1084222423273535,-1.7580259527583755,-0.11835933442110627,-0.9872065246129577,-1.224322878335284,-1.0992197658316076,-0.8755055697383084
119,Female,32,New York,Gold,1170.3,14,4.7,1,29,Satisfied,83.59,31-35,High Spender,Regular,0,0.6968,2,4,4,10,Loyal,249.0,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.32836544396024403,0.8987035966739239,0.3373458998387599,1.1744815938949273,0.1796677666392335,2.0436223550419057,0.6434838821280217,0.24597924829798226,0.7789870354351698
120,Male,34,Los Angeles,Silver,790.2,11,4.0,0,16,Neutral,71.84,31-35,Medium Spender,Regular,0,0.5574,4,3,3,10,Loyal,197.55,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.08282563076635878,-0.15262916025234882,-0.38553817124429685,-0.03302151355055053,-0.7889203118068707,0.7357913107545521,0.08269934108002516,0.24597924829798226,-0.08346123747440919
121,Female,43,Chicago,Bronze,505.75,10,3.3,1,41,Unsatisfied,50.58,41-43,Low Spender,At Risk,1,0.2497,1,2,2,5,At Risk,153.26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.9331854670360713,-0.9394000171523182,-0.6264995282719824,-1.2405246209960283,1.0737490698202528,-1.630548093632609,-1.155129950745431,-1.0992197658316076,-0.8258875544261153
122,Male,30,San Francisco,Gold,1470.5,20,4.8,0,13,Satisfied,73.53,26-30,High Spender,Active,0,0.9353,5,5,5,15,Champions,306.35,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.7395565186868468,1.729037965601225,1.7831140420048734,1.3469820378157091,-1.0124406376021255,0.9238963715924775,1.602932325743138,1.5911782624275723,1.7403360821089189
123,Male,27,Miami,Silver,710.4,13,4.1,1,54,Unsatisfied,54.65,26-30,Medium Spender,Churned,1,0.4102,1,3,3,7,Potential,173.27,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.356343130776751,-0.3733509545241632,0.09638454281107432,0.13947893037023135,2.0423371482663573,-1.1775376808454152,-0.5094633880610445,-0.5611401601797718,-0.4904630657784827
124,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,61.54,36-40,Low Spender,Regular,0,0.3064,3,1,1,5,At Risk,126.71,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.699612242856263,-1.1467070156569859,-1.3493835993550392,-1.0680241770752457,-0.26737288495127615,-0.41064781742925627,-0.9270346603765542,-1.0992197658316076,-1.2709410363648777
125,Female,31,New York,Gold,1140.6,15,4.6,1,27,Satisfied,76.04,31-35,High Spender,Regular,0,0.7083,3,4,4,11,Loyal,247.96,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.5339609813235454,0.8165552597080981,0.5783072568664455,1.0019811499741438,0.030654216109063624,1.2032713436062021,0.689746595342168,0.5150190511239002,0.7615536787038587
126,Male,35,Los Angeles,Silver,810.9,12,4.3,0,13,Neutral,67.58,31-35,Medium Spender,Active,0,0.6586,5,3,3,11,Loyal,188.58,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.2884211681296602,-0.095374258730713,-0.14457681421661125,0.48447981821179664,-1.0124406376021255,0.26163299171930665,0.4898112173645104,0.5150190511239002,-0.23382393928196846
127,Female,41,Chicago,Bronze,485.25,9,3.6,1,39,Unsatisfied,53.92,41-43,Low Spender,At Risk,1,0.3025,2,1,1,4,Lost,134.79,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.5219943923094685,-0.9961017312196389,-0.867460885299668,-0.7230232892336804,0.9247355192900829,-1.2587901627458207,-0.9427237544230908,-1.3682595686575258,-1.1354972648369983
128,Male,28,San Francisco,Gold,1500.1,21,4.9,0,10,Satisfied,71.43,26-30,High Spender,Active,0,0.9944,5,5,5,15,Champions,306.14,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-1.1507475934134497,1.8109097088398927,2.024075399032559,1.5194824817364927,-1.2359609633973805,0.6901563551666532,1.8406824432175755,1.5911782624275723,1.7368158850766342
129,Male,32,Miami,Silver,670.3,10,3.8,1,33,Unsatisfied,67.03,31-35,Medium Spender,At Risk,1,0.3994,2,2,2,6,At Risk,176.39,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.32836544396024403,-0.4842650391143857,-0.6264995282719824,-0.37802240139211585,0.4776948676995733,0.20041536836968618,-0.5529101100360687,-0.8301799630056897,-0.43816299558454946
130,Female,36,Houston,Bronze,460.5,8,3.1,0,19,Neutral,57.56,36-40,Low Spender,Regular,0,0.2869,4,1,1,6,At Risk,148.55,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.49401670549296156,-1.0645586786911603,-1.1084222423273535,-1.5855255088375928,-0.5653999860116159,-0.8536408009410573,-1.0054801306092367,-0.8301799630056897,-0.9048405450073417
131,Female,30,New York,Gold,1190.8,16,4.5,1,20,Satisfied,74.42,26-30,High Spender,Regular,0,0.7475,4,4,4,12,Loyal,264.62,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.7395565186868468,0.9554053107412445,0.8192686138941311,0.829480706053362,-0.490893210746531,1.0229576166491368,0.8474421047329964,0.7840588539498182,1.0408226432650558
132,Male,33,Los Angeles,Silver,830.75,13,4.2,0,14,Satisfied,63.9,31-35,Medium Spender,Active,0,0.6534,5,3,4,12,Loyal,197.8,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-0.12276990659694262,-0.04047040388991704,0.09638454281107432,0.3119793742910148,-0.9379338623370407,-0.1479685608745198,0.4688924253024618,0.7840588539498182,-0.07927052672169015
133,Female,42,Chicago,Bronze,520.4,9,3.5,1,37,Unsatisfied,57.82,41-43,Low Spender,At Risk,1,0.2926,2,1,2,5,At Risk,148.69,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.72758992967277,-0.8988790361237208,-0.867460885299668,-0.895523733154463,0.7757219687599131,-0.824701560812146,-0.9825499162335294,-1.0992197658316076,-0.9024937469858193
134,Male,29,San Francisco,Gold,1370.2,18,4.7,0,10,Satisfied,76.12,26-30,High Spender,Active,0,0.8881,5,5,5,15,Champions,291.53,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.9451520560501482,1.4516144572620902,1.3011913279495022,1.1744815938949273,-1.2359609633973805,1.2121757251843286,1.4130540593337733,1.5911782624275723,1.491910748687733
135,Male,26,Miami,Silver,690.6,12,3.9,1,47,Unsatisfied,57.55,26-30,Medium Spender,Churned,1,0.3855,1,3,3,7,Potential,177.08,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.5619386681400524,-0.4281165125013801,-0.14457681421661125,-0.2055219574713332,1.5207897214107624,-0.8547538486383238,-0.6088276503557756,-0.5611401601797718,-0.42659663390704444
136,Female,38,Houston,Bronze,440.9,8,3.2,0,24,Neutral,55.11,36-40,Low Spender,Regular,0,0.2802,3,1,1,5,At Risk,137.78,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.9052077802195644,-1.1187710492140621,-1.1084222423273535,-1.4130250649168101,-0.19286610968619122,-1.1263374867711866,-1.032433189612261,-1.0992197658316076,-1.0853763642344783
137,Female,32,New York,Gold,1160.3,14,4.4,1,22,Satisfied,82.88,31-35,High Spender,Regular,0,0.6725,3,4,4,11,Loyal,263.7,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.32836544396024403,0.8710442239581576,0.3373458998387599,0.6569802621325801,-0.3418796602163611,1.9645959685360306,0.5457287576842175,0.5150190511239002,1.0254008276950495
138,Male,34,Los Angeles,Silver,800.2,11,4.1,0,17,Neutral,72.75,31-35,Medium Spender,Regular,0,0.5728,4,3,3,10,Loyal,195.17,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.08282563076635878,-0.12496978753658262,-0.38553817124429685,0.13947893037023135,-0.7144135365417859,0.8370786512057424,0.1446511483407076,0.24597924829798226,-0.12335680384029488
139,Female,43,Chicago,Bronze,500.75,10,3.3,1,40,Unsatisfied,50.08,41-43,Low Spender,At Risk,1,0.2552,1,2,2,5,At Risk,151.74,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.9331854670360713,-0.9532297035102013,-0.6264995282719824,-1.2405246209960283,0.9992422945551679,-1.6862004784959008,-1.1330043052951873,-1.0992197658316076,-0.8513670758026468
140,Male,30,San Francisco,Gold,1460.5,20,4.8,0,12,Satisfied,73.03,26-30,High Spender,Active,0,0.9409,5,5,5,15,Champions,304.27,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.7395565186868468,1.7013785928854588,1.7831140420048734,1.3469820378157091,-1.0869474128672105,0.8682439867291859,1.6254602556561133,1.5911782624275723,1.7054693686462956
141,Male,27,Miami,Silver,700.4,13,4.0,1,53,Unsatisfied,53.88,26-30,Medium Spender,Churned,1,0.3947,1,3,3,7,Potential,175.1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.356343130776751,-0.4010103272399294,0.09638454281107432,-0.03302151355055053,1.9678303730012723,-1.2632423535348838,-0.5718174797844588,-0.5611401601797718,-0.4597870630685796
142,Female,37,Houston,Bronze,420.8,7,3.1,0,21,Neutral,60.11,36-40,Low Spender,Regular,0,0.2544,3,1,1,5,At Risk,135.74,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.699612242856263,-1.174366388372752,-1.3493835993550392,-1.5855255088375928,-0.41638643548144605,-0.5698136381382704,-1.1362225809970408,-1.0992197658316076,-1.1195725639766656
143,Female,31,New York,Gold,1130.6,15,4.5,1,26,Satisfied,75.37,31-35,High Spender,Regular,0,0.6928,3,4,4,11,Loyal,251.24,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.5339609813235454,0.7888958869923319,0.5783072568664455,0.829480706053362,-0.04385255915602132,1.128697147889391,0.6273925036187535,0.5150190511239002,0.8165358037795326
144,Male,35,Los Angeles,Silver,820.9,12,4.3,0,12,Neutral,68.41,31-35,Medium Spender,Active,0,0.6642,5,3,4,12,Loyal,190.91,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.2884211681296602,-0.0677148860149468,-0.14457681421661125,0.48447981821179664,-1.0869474128672105,0.3540159505923706,0.5123391472774861,0.7840588539498182,-0.19476651506662723
145,Female,41,Chicago,Bronze,480.25,9,3.6,1,38,Unsatisfied,53.36,41-43,Low Spender,At Risk,1,0.3081,2,1,1,4,Lost,133.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1.5219943923094685,-1.009931417577522,-0.867460885299668,-0.7230232892336804,0.850228744024998,-1.3211208337927074,-0.9201958245101153,-1.3682595686575258,-1.158797616622116
146,Male,28,San Francisco,Gold,1490.1,21,4.9,0,9,Satisfied,70.96,26-30,High Spender,Active,0,1.0,5,5,5,15,Champions,304.1,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-1.1507475934134497,1.7832503361241265,2.024075399032559,1.5194824817364927,-1.3104677386624655,0.6378431133951576,1.8632103731305512,1.5911782624275723,1.7026196853344473
147,Male,32,Miami,Silver,680.3,10,3.8,1,32,Unsatisfied,68.03,31-35,Medium Spender,At Risk,1,0.4049,2,2,2,6,At Risk,179.03,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.32836544396024403,-0.4566056663986195,-0.6264995282719824,-0.37802240139211585,0.40318809243448833,0.3117201380962695,-0.530784464585825,-0.8301799630056897,-0.39390909003583613
148,Female,36,Houston,Bronze,470.5,8,3.0,0,18,Neutral,58.81,36-40,Low Spender,Regular,0,0.2714,4,1,1,6,At Risk,156.83,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.49401670549296156,-1.036899305975394,-1.1084222423273535,-1.7580259527583755,-0.6399067612767009,-0.7145098387828283,-1.0678342223326511,-0.8301799630056897,-0.766044204877287
149,Female,30,New York,Gold,1180.8,16,4.7,1,19,Satisfied,73.8,26-30,High Spender,Regular,0,0.7952,4,4,4,12,Loyal,251.23,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.7395565186868468,0.9277459380254783,0.8192686138941311,1.1744815938949273,-0.5653999860116159,0.9539486594186546,1.0393317934560196,0.7840588539498182,0.8163681753494235
150,Male,34,Los Angeles,Silver,790.2,11,4.0,0,15,Neutral,71.84,31-35,Medium Spender,Active,0,0.5629,4,3,3,10,Loyal,197.55,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.08282563076635878,-0.15262916025234882,-0.38553817124429685,-0.03302151355055053,-0.8634270870719557,0.7357913107545521,0.10482498653026873,0.24597924829798226,-0.08346123747440919
151,Female,43,Chicago,Bronze,505.75,10,3.3,1,39,Unsatisfied,50.58,41-43,Low Spender,At Risk,1,0.2608,2,2,2,6,At Risk,153.26,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.9331854670360713,-0.9394000171523182,-0.6264995282719824,-1.2405246209960283,0.9247355192900829,-1.630548093632609,-1.1104763753822118,-0.8301799630056897,-0.8258875544261153
152,Male,30,San Francisco,Gold,1470.5,20,4.8,0,13,Satisfied,73.53,26-30,High Spender,Active,0,0.9353,5,5,5,15,Champions,306.35,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.7395565186868468,1.729037965601225,1.7831140420048734,1.3469820378157091,-1.0124406376021255,0.9238963715924775,1.602932325743138,1.5911782624275723,1.7403360821089189
153,Male,27,Miami,Silver,710.4,13,4.1,1,54,Unsatisfied,54.65,26-30,Medium Spender,Churned,1,0.4102,1,3,3,7,Potential,173.27,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.356343130776751,-0.3733509545241632,0.09638454281107432,0.13947893037023135,2.0423371482663573,-1.1775376808454152,-0.5094633880610445,-0.5611401601797718,-0.4904630657784827
154,Female,37,Houston,Bronze,430.8,7,3.4,0,23,Neutral,61.54,36-40,Low Spender,Regular,0,0.3064,3,1,1,5,At Risk,126.71,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.699612242856263,-1.1467070156569859,-1.3493835993550392,-1.0680241770752457,-0.26737288495127615,-0.41064781742925627,-0.9270346603765542,-1.0992197658316076,-1.2709410363648777
155,Female,31,New York,Gold,1140.6,15,4.6,1,27,Satisfied,76.04,31-35,High Spender,Regular,0,0.7083,3,4,4,11,Loyal,247.96,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.5339609813235454,0.8165552597080981,0.5783072568664455,1.0019811499741438,0.030654216109063624,1.2032713436062021,0.689746595342168,0.5150190511239002,0.7615536787038587
156,Male,35,Los Angeles,Silver,810.9,12,4.3,0,13,Neutral,67.58,31-35,Medium Spender,Active,0,0.6586,5,3,3,11,Loyal,188.58,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.2884211681296602,-0.095374258730713,-0.14457681421661125,0.48447981821179664,-1.0124406376021255,0.26163299171930665,0.4898112173645104,0.5150190511239002,-0.23382393928196846
157,Female,41,Chicago,Bronze,485.25,9,3.6,1,39,Unsatisfied,53.92,41-43,Low Spender,At Risk,1,0.3025,2,1,2,5,At Risk,134.79,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.5219943923094685,-0.9961017312196389,-0.867460885299668,-0.7230232892336804,0.9247355192900829,-1.2587901627458207,-0.9427237544230908,-1.0992197658316076,-1.1354972648369983
158,Male,28,San Francisco,Gold,1500.1,21,4.9,0,10,Satisfied,71.43,26-30,High Spender,Active,0,0.9944,5,5,5,15,Champions,306.14,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-1.1507475934134497,1.8109097088398927,2.024075399032559,1.5194824817364927,-1.2359609633973805,0.6901563551666532,1.8406824432175755,1.5911782624275723,1.7368158850766342
159,Male,32,Miami,Silver,670.3,10,3.8,1,33,Unsatisfied,67.03,31-35,Medium Spender,At Risk,1,0.3994,2,2,2,6,At Risk,176.39,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,-0.32836544396024403,-0.4842650391143857,-0.6264995282719824,-0.37802240139211585,0.4776948676995733,0.20041536836968618,-0.5529101100360687,-0.8301799630056897,-0.43816299558454946
160,Female,36,Houston,Bronze,460.5,8,3.1,0,19,Neutral,57.56,36-40,Low Spender,Regular,0,0.2869,4,1,1,6,At Risk,148.55,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.49401670549296156,-1.0645586786911603,-1.1084222423273535,-1.5855255088375928,-0.5653999860116159,-0.8536408009410573,-1.0054801306092367,-0.8301799630056897,-0.9048405450073417
161,Female,30,New York,Gold,1190.8,16,4.5,1,20,Satisfied,74.42,26-30,High Spender,Regular,0,0.7475,4,4,4,12,Loyal,264.62,1,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,-0.7395565186868468,0.9554053107412445,0.8192686138941311,0.829480706053362,-0.490893210746531,1.0229576166491368,0.8474421047329964,0.7840588539498182,1.0408226432650558
162,Male,33,Los Angeles,Silver,830.75,13,4.2,0,14,Satisfied,63.9,31-35,Medium Spender,Active,0,0.6534,5,3,4,12,Loyal,197.8,1,1,2,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,-0.12276990659694262,-0.04047040388991704,0.09638454281107432,0.3119793742910148,-0.9379338623370407,-0.1479685608745198,0.4688924253024618,0.7840588539498182,-0.07927052672169015
163,Female,42,Chicago,Bronze,520.4,9,3.5,1,37,Unsatisfied,57.82,41-43,Low Spender,At Risk,1,0.2926,2,1,2,5,At Risk,148.69,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.72758992967277,-0.8988790361237208,-0.867460885299668,-0.895523733154463,0.7757219687599131,-0.824701560812146,-0.9825499162335294,-1.0992197658316076,-0.9024937469858193
164,Male,29,San Francisco,Gold,1370.2,18,4.7,0,10,Satisfied,76.12,26-30,High Spender,Active,0,0.8881,5,5,5,15,Champions,291.53,1,2,2,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-0.9451520560501482,1.4516144572620902,1.3011913279495022,1.1744815938949273,-1.2359609633973805,1.2121757251843286,1.4130540593337733,1.5911782624275723,1.491910748687733
165,Male,26,Miami,Silver,690.6,12,3.9,1,47,Unsatisfied,57.55,26-30,Medium Spender,Churned,1,0.3855,1,3,3,7,Potential,177.08,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,-1.5619386681400524,-0.4281165125013801,-0.14457681421661125,-0.2055219574713332,1.5207897214107624,-0.8547538486383238,-0.6088276503557756,-0.5611401601797718,-0.42659663390704444
